PAIR,ROR_H1,N_EXPOSED_H1,SIGNAL_H1,ROR_H2,N_EXPOSED_H2,SIGNAL_H2,STABLE,UNSTABLE
COSENTYX + MOXIFLOXACIN,23.20020068088156,12,True,30.93389651934797,16,True,True,False
COSENTYX + MYCOPHENOLATE MOFETIL,181.7705146800544,94,True,176.00590337113562,183,True,True,False
COSENTYX + MYOCHRYSINE,44.46821991380052,23,True,87.00761213928351,45,True,True,False
COSENTYX + MYRBETRIQ,50.26878280585148,26,True,117.9481609266808,61,True,True,False
COSENTYX + NAPROXEN,1.6983810987973902,204,False,3.5134609240487067,278,True,False,True
COSENTYX + NAPROXEN SODIUM,53.172457542075634,56,True,18.37024124714451,100,True,True,False
COSENTYX + NEOMYCIN,32.86734357455145,17,True,21.266799816520773,11,True,True,False
COSENTYX + NIACINAMIDE,38.66774017062979,20,True,63.80375292077008,33,True,True,False
COSENTYX + NUCALA,39.63632432277456,42,True,68.64343298703037,72,True,True,False
COSENTYX + ORENCIA,5.478577561556854,100,True,7.590653394833066,177,True,True,False
COSENTYX + OTEZLA,4.005098127694173,72,True,3.4276564922357484,100,True,True,False
COSENTYX + OXYCODONE,12.93195791913592,115,True,38.203633321381616,243,True,True,False
COSENTYX + OXYCODONE HYDROCHLORIDE,12.08573981987493,108,True,25.864171525520938,111,True,True,False
COSENTYX + OXYCODONE TEREPHTHALATE,110.21280194968102,57,True,135.3532592463389,70,True,True,False
COSENTYX + PANTOPRAZOLE,3.696423155209776,82,True,4.673146605937648,140,True,True,False
COSENTYX + PANTOPRAZOLE SODIUM,10.773034066855706,85,True,13.294631485123436,118,True,True,False
COSENTYX + PERIOGARD,77.33917576759599,40,True,94.74252756022152,49,True,True,False
COSENTYX + PERPRAZOLE,6.283371637989937,15,True,11.922949070202684,40,True,True,False
COSENTYX + PHENYLEPHRINE HYDROCHLORIDE,29.9703578041933,64,True,7.7343368815932525,81,True,True,False
COSENTYX + PHTHALYLSULFATHIAZOLE,24.49266407175279,79,True,10.055381939051289,114,True,True,False
COSENTYX + PIROXICAM,4.3499849490417555,11,False,4.108377332345844,21,True,True,False
COSENTYX + PREDNISOLONE,2.996754556140636,41,True,3.7380823471412175,73,True,True,False
COSENTYX + PREDNISONE,1.6611923221068012,193,False,2.259570168833938,317,True,False,True
COSENTYX + PREGABALIN,5.662248081965389,48,True,5.371307166583962,118,True,True,False
COSENTYX + PSEUDOEPHEDRINE,56.06942884857057,29,True,39.63632432277456,42,True,True,False
COSENTYX + PSEUDOEPHEDRINE HYDROCHLORIDE,12.181439057258364,68,True,17.08150828034407,112,True,True,False
COSENTYX + QUETIAPINE,17.400356930398573,19,True,6.766916969889549,32,True,True,False
COSENTYX + QUETIAPINE FUMARATE,15.71030316207989,69,True,43.835262272842776,139,True,True,False
COSENTYX + RAMIPRIL,12.568930168986084,98,True,25.141827445863235,162,True,True,False
COSENTYX + RANITIDINA,1.9333347667887493,27,False,2.90003727010794,28,True,False,True
COSENTYX + RANITIDINE HYDROCHLORIDE,30.93389651934797,16,True,18.851285874021617,41,True,True,False
COSENTYX + REMICADE,2.10607140979806,89,True,4.320839676276873,175,True,True,False
COSENTYX + RETINOL,11.600071671743414,13,True,8.699991399452431,10,True,True,False
COSENTYX + RIBOFLAVIN,23.20020068088156,12,True,25.133610783278463,13,True,True,False
COSENTYX + RINVOQ,1.9978116827059385,46,False,11.762752659807475,79,True,False,True
COSENTYX + RISEDRONATE SODIUM,3.3833851770091217,27,True,8.894022807801386,51,True,True,False
COSENTYX + RITUXIMAB,27.72702984174338,267,True,21.162268641942248,366,True,True,False
COSENTYX + ROSUVASTATIN,1.1277573383025148,13,False,4.471050651057221,45,True,False,True
COSENTYX + SECUKINUMAB,3.625115575656362,38,True,1.4499903241759424,30,False,False,True
COSENTYX + SIMPONI,2.186733500737114,137,True,4.3512819777446365,209,True,True,False
COSENTYX + SIRUKUMAB,46.40173163896474,24,True,98.61004071334364,51,True,True,False
COSENTYX + STELARA,2.457107603032229,85,True,4.873068314609964,151,True,True,False
COSENTYX + SULFAMETHOXAZOLE,46.40173163896474,24,True,104.41137974783352,54,True,True,False
COSENTYX + SULFAMETHOXAZOLE / TRIMETHOPRIM,25.13432928533714,27,True,98.61004071334364,51,True,True,False
COSENTYX + SULFASALAZINE,2.3237785645856786,194,True,3.392888284954344,257,True,True,False
COSENTYX + SULFATHIAZOLE,21.266799816520773,11,True,32.86734357455145,17,True,True,False
COSENTYX + SYNTHROID,1.3533121506044246,12,False,4.971670631023971,43,True,False,True
COSENTYX + TELMISARTAN,1.933312469091856,12,False,19.333822303239387,21,True,False,True
COSENTYX + TOCILIZUMAB,29.001426329030455,31,True,4.108629843072041,63,True,True,False
COSENTYX + TOFACITINIB,8.217088397407258,38,True,8.056237162624411,56,True,True,False
COSENTYX + TOFACITINIB CITRATE,7.975390272222939,37,True,102.47759082894102,53,True,True,False
COSENTYX + TOPICORT,46.40173163896474,24,True,69.60459298866805,36,True,True,False
COSENTYX + TOPIRAMATE,16.43613889539357,90,True,19.530747026184866,106,True,True,False
COSENTYX + TRAMADOL HYDROCHLORIDE,10.44100895269907,59,True,6.240157865149502,82,True,True,False
COSENTYX + TRAZODONE,4.640115824857907,29,True,4.695444270413271,41,True,True,False
COSENTYX + TREMFYA,8.50728551188289,49,True,18.36787568480632,40,True,True,False
COSENTYX + TRIAMCINOLONE,3.8666988396233855,20,True,4.83364871386862,54,True,True,False
COSENTYX + TRIAMCINOLONE ACETONIDE,6.2836998384892535,45,True,40.60713543272091,86,True,True,False
COSENTYX + TUMS,40.60122417969926,21,True,69.60459298866805,36,True,True,False
COSENTYX + TYLENOL,2.362987296543614,31,True,2.513424027829544,54,True,True,False
COSENTYX + USTEKINUMAB,20.30056191855048,22,True,17.884467805519055,39,True,True,False
COSENTYX + VITAMIN D2,3.3395394782711443,49,True,10.795796298066202,73,True,True,False
COSENTYX + VITAMIN D3,2.255636391148702,60,True,19.578203179882724,85,True,True,False
COSENTYX + VOLTARENE,7.371614308310595,69,True,5.414406117450266,132,True,True,False
COSENTYX + XELJANZ,8.991595578431232,103,True,7.786535284568553,172,True,True,False
COSENTYX + ZESTRIL,8.699991399452431,10,True,25.133610783278463,13,True,True,False
COSENTYX + ZOPICLONE,6.122332173824405,22,True,18.367087307199785,20,True,True,False
COUMADIN + FUROSEMIDE,2.8999827989048637,12,False,3.093351426639686,21,True,True,False
COVERA + FUROSEMIDE,6.122332173824405,22,True,10.633373628683918,12,True,True,False
COVERA + METFORMIN,19.33340819012989,10,True,2.4857284154891,25,True,True,False
COVERA + PERPRAZOLE,5.4778499812854875,20,True,30.93389651934797,16,True,True,False
COVID-19 VACCINE + DEXAMETHASONE,3.3833851770091217,27,True,6.444575579696122,23,True,True,False
COVID-19 VACCINE + FUROSEMIDE,2.295846194644598,27,True,3.093351426639686,21,True,True,False
COVID-19 VACCINE + METFORMIN,29.000458702445457,15,True,1.3533239680241589,36,False,False,True
COVID-19 VACCINE + VENETOCLAX,2.6583672786783414,30,True,2.5778166409039183,33,True,True,False
COVID-19 VACCINE MRNA + VENETOCLAX,5.156087797643937,76,True,6.767206322962312,56,True,True,False
COZAAR + METFORMIN,4.511138240322874,17,True,1.79522685526164,20,False,False,True
COZAAR + METFORMIN HYDROCHLORIDE,8.699991399452431,10,True,3.866644050465981,10,False,True,False
COZAAR + TYLENOL,5.4778499812854875,20,True,1.3533180592154774,24,False,False,True
CRANBERRY EXTRACT + FUROSEMIDE,6.283371637989937,15,True,2.0541683589363786,25,False,True,False
CREON + ESCITALOPRAM,4.833328157065486,12,True,4.188904072716732,16,True,True,False
CREON + FLUTICASONA,16.433631172802638,18,True,4.833328157065486,12,True,True,False
CREON + FUROSEMIDE,3.866753630875161,30,True,4.419220549612016,39,True,True,False
CREON + INNOVAIR,12.566774333809551,14,True,23.20020068088156,12,True,True,False
CREON + LANTUS,3.2866937429820577,22,True,2.4166521332992494,14,False,True,False
CREON + LIDOCAINE,6.283371637989937,15,True,1.73998107879535,14,False,False,True
CREON + LOPERAMIDE,3.59056522568651,33,True,3.4800369831497315,23,True,True,False
CREON + METFORMIN HYDROCHLORIDE,5.316673674553725,13,True,2.8999827989048637,12,False,True,False
CREON + ONDANSETRON,5.8002279259455705,35,True,1.2888741296777209,28,False,False,True
CREON + OXYCODONE HYDROCHLORIDE,2.31999139939079,17,False,5.316673674553725,13,True,True,False
CREON + PANTOPRAZOLE,3.157967177811015,64,True,2.0542111751677803,50,True,True,False
CREON + PANTOPRAZOLE SODIUM,2.623830707145724,26,True,4.0278779886054314,31,True,True,False
CREON + PERPRAZOLE,2.4167029018401096,35,True,1.9333258475821424,21,False,False,True
CREON + POLYETHYLENE GLYCOL,5.800090307691205,21,True,7.7334359045418815,18,True,True,False
CREON + POTASSIUM CHLORIDE,1.1153664216578123,28,False,7.250302826138375,34,True,False,True
CREON + PREDNISONE,3.176246472633644,30,True,2.416685978588852,28,True,True,False
CREON + PREGABALIN,10.150255873625666,23,True,3.141670290080129,17,True,True,False
CREON + PULMOZYME,2.680494271453973,83,True,2.1751080559955844,78,True,True,False
CREON + SODIUM BICARBONATE,1.772207038466929,17,False,6.766724083971016,16,True,False,True
CREON + SODIUM CHLORIDE,3.222423186799096,65,True,1.7543741769188443,76,False,False,True
CREON + TEDUGLUTIDE,3.452458314760674,32,True,1.852787546627676,35,False,False,True
CREON + TOBRAMYCIN,8.216795279164776,19,True,2.4857284154891,25,True,True,False
CREON + URSADIOL 300 MG ORAL CAPSULE [URSODIOL],3.141736807777122,34,True,1.3809429383041254,34,False,False,True
CREON + XARELTO,1.933312469091856,12,False,32.86734357455145,17,True,False,True
CRESEMBA + LEVOFLOXACIN,1.73998107879535,14,False,3.176246472633644,30,True,False,True
CRESEMBA + OMEPRAZOLE,2.577756329549898,11,False,3.8666988396233855,20,True,True,False
CRESEMBA + PREDNISONE,2.31999139939079,17,False,7.250078839482813,17,True,True,False
CRESEMBA + TACROLIMUS,2.7066695654043618,19,False,8.700156963368046,20,True,True,False
CRESEMBA + URSADIOL 300 MG ORAL CAPSULE [URSODIOL],4.3499849490417555,11,False,5.316673674553725,13,True,True,False
CRESTOR + FUROSEMIDE,1.933388285608477,63,False,2.2915096218881197,91,True,False,True
CRESTOR + HUMALOG,3.141670290080129,17,True,2.5778166409039183,33,True,True,False
CRESTOR + INSULIN,5.316673674553725,13,True,2.040747129365944,28,False,True,False
CRESTOR + LANTUS,2.4166690557419033,21,False,6.283535733142839,30,True,True,False
CRESTOR + NORVASC,2.4539116540793744,46,True,1.8125219504153556,46,False,False,True
CRESTOR + NUPLAZID,1.6916559357626986,22,False,3.176246472633644,30,True,False,True
CRESTOR + OPSUMIT,3.866644050465981,10,False,3.5444403565103273,14,False,True,False
CRESTOR + OXYGEN,5.606873599357795,34,True,2.980670967228129,49,True,True,False
CRESTOR + PERPRAZOLE,1.4499774237244405,10,False,3.314352063744628,31,True,False,True
CRESTOR + SEROQUEL,2.8999827989048637,12,False,3.093351426639686,21,True,True,False
CRESTOR + VALTREX,9.66668020459796,11,True,2.31999139939079,17,False,True,False
CRESTOR + VENCLEXTA,8.699991399452431,10,True,2.255573394239698,30,True,True,False
CRESTOR + VENTOLIN HFA,3.866644050465981,10,False,4.833328157065486,12,True,True,False
CYAMEMAZINE + DIAZEPAM,2.114727418480014,102,True,6.284192215699065,90,True,True,False
CYAMEMAZINE + FLUOXETINE,2.2233560459093473,33,True,25.133610783278463,13,True,True,False
CYAMEMAZINE + KARDEGIC,1.9333169285460023,15,False,25.133610783278463,13,True,False,True
CYAMEMAZINE + LOXAPINE,11.600071671743414,13,True,5.4778499812854875,20,True,True,False
CYAMEMAZINE + MIDOMAFETAMINE,9.66668020459796,11,True,4.833328157065486,12,True,True,False
CYAMEMAZINE + MIRTAZAPINE,3.9635442699249306,51,True,2.6583672786783414,30,True,True,False
CYAMEMAZINE + OLANZAPINE,5.800503186128692,63,True,2.5219067992185016,83,True,True,False
CYAMEMAZINE + PANTOPRAZOLE,1.7185115813353318,25,False,32.86734357455145,17,True,False,True
CYAMEMAZINE + QUETIAPINE,2.8195401447530215,47,True,1.6571473623530304,38,False,False,True
CYAMEMAZINE + SERTRALINE,10.633626796315983,24,True,10.634386379058231,60,True,True,False
CYAMEMAZINE + TRIMEPRAZINE,69.60459298866805,36,True,3.5445740971694613,42,True,True,False
CYAMEMAZINE + VALPROATE SODIUM,4.511138240322874,17,True,15.466910034378875,17,True,True,False
CYAMEMAZINE + VENLAFAXINE,9.022578258580827,31,True,5.155928917814907,57,True,True,False
CYAMEMAZINE + ZOLPIDEM,19.333822303239387,21,True,8.699991399452431,10,True,True,False
CYAMEMAZINE + ZOPICLONE,1.6527377357248658,84,False,4.833419739253214,24,True,False,True
CYANOCOBALAMIN + CYCLOPHOSPHAMIDE,7.411315035852741,26,True,6.283535733142839,30,True,True,False
CYANOCOBALAMIN + DESOXIMETASONE,3.8666714447828943,15,True,13.53348161491544,15,True,True,False
CYANOCOBALAMIN + DICLOFENAC POTASSIUM,4.188904072716732,16,True,42.53471742740077,22,True,True,False
CYANOCOBALAMIN + DIGOXIN,2.094470499321883,38,True,2.7067266502452463,38,True,True,False
CYANOCOBALAMIN + DILAUDID,6.283371637989937,15,True,1.757576771134935,31,False,False,True
CYANOCOBALAMIN + DOCONEXENT,2.577756329549898,11,False,30.93389651934797,16,True,True,False
CYANOCOBALAMIN + DOMPERIDONE,3.866644050465981,10,False,2.623830707145724,26,True,True,False
CYANOCOBALAMIN + DOMPERIDONE MALEATE,2.255531399812063,10,False,29.000458702445457,15,True,True,False
CYANOCOBALAMIN + DUOPA,2.779208794831854,31,True,2.779208794831854,31,True,True,False
CYANOCOBALAMIN + ELIQUIS,2.2041499786359795,305,True,1.9957738143901091,383,False,False,True
CYANOCOBALAMIN + EMEND,10.633373628683918,12,True,19.33340819012989,10,True,True,False
CYANOCOBALAMIN + EMPAGLIFLOZIN,8.216795279164776,19,True,1.7261992932264003,39,False,False,True
CYANOCOBALAMIN + ENBREL,4.672383118548286,35,True,2.803402156929266,39,True,True,False
CYANOCOBALAMIN + ENOXAPARIN,3.625021501677131,19,True,3.222263898810306,26,True,True,False
CYANOCOBALAMIN + ENTRESTO,1.7261992932264003,39,False,2.50206859060514,61,True,False,True
CYANOCOBALAMIN + ERELZI,14.01728792664338,31,True,73.47186589861641,38,True,True,False
CYANOCOBALAMIN + ESCITALOPRAM OXALATE,3.866753630875161,30,True,2.1750322534403668,39,True,True,False
CYANOCOBALAMIN + FEBUXOSTAT,9.66668020459796,11,True,2.513330020498167,18,False,True,False
CYANOCOBALAMIN + FILGRASTIM,2.8999964164128293,16,False,2.513330020498167,18,False,True,False
CYANOCOBALAMIN + FLUMETHASONE PIVALATE,29.000458702445457,15,True,25.133610783278463,13,True,True,False
CYANOCOBALAMIN + FOLVITE,4.833328157065486,12,True,3.222210807887995,13,False,True,False
CYANOCOBALAMIN + FOSAMAX,9.667094326459717,33,True,2.2555943925069903,40,True,True,False
CYANOCOBALAMIN + FOSCARBIDOPA/FOSLEVODOPA,2.8999827989048637,12,False,3.544507225082524,28,True,True,False
CYANOCOBALAMIN + FUROSEMIDE,2.054725241365462,350,True,2.3848133006454275,409,True,True,False
CYANOCOBALAMIN + GLIMEPIRIDE,2.577786484650553,22,True,2.90009174443441,44,True,True,False
CYANOCOBALAMIN + HUMALOG,2.0784025096525096,63,True,2.974488114651585,53,True,True,False
CYANOCOBALAMIN + HYDRALAZINE HYDROCHLORIDE,2.8999827989048637,12,False,2.761933658683761,27,True,True,False
CYANOCOBALAMIN + HYDROMORPHONE HYDROCHLORIDE,3.3833453184988045,18,True,2.9000236520143634,24,True,True,False
CYANOCOBALAMIN + IMODIUM,3.3144847740763534,62,True,1.8643599019841752,82,False,False,True
CYANOCOBALAMIN + IPRATROPIUM,2.513330020498167,18,False,2.4857284154891,25,True,True,False
CYANOCOBALAMIN + JANUVIA,3.866808424221429,40,True,1.9842625105439708,58,False,False,True
CYANOCOBALAMIN + KARDEGIC,2.8999827989048637,12,False,4.060072246670776,26,True,True,False
CYANOCOBALAMIN + KEPPRA,1.836667877143021,29,False,2.372768322560467,38,True,False,True
CYANOCOBALAMIN + KEYTRUDA,1.8796655559590632,53,False,4.43091766778486,67,True,False,True
CYANOCOBALAMIN + LABETOLOL,8.699991399452431,10,True,2.1481600051817007,29,False,True,False
CYANOCOBALAMIN + LACOSAMIDE,4.511138240322874,17,True,2.1749817238364177,13,False,True,False
CYANOCOBALAMIN + LASIX,3.7831313735457663,113,True,1.9335221095140809,153,False,False,True
CYANOCOBALAMIN + LENVIMA,2.8999827989048637,12,False,7.250078839482813,17,True,True,False
CYANOCOBALAMIN + LEVEMIR,1.933312469091856,12,False,12.566774333809551,14,True,False,True
CYANOCOBALAMIN + LEVOFLOXACIN,3.075869578060465,46,True,2.0784025096525096,63,True,True,False
CYANOCOBALAMIN + LOPERAMIDE,1.8976065310150472,80,False,2.6390814068370783,138,True,False,True
CYANOCOBALAMIN + MAGNESIUM GLUCONATE,4.511138240322874,17,True,3.705630043036031,29,True,True,False
CYANOCOBALAMIN + METHYLPREDNISOLONE SODIUM SUCCINATE,1.9333258475821424,21,False,4.25341918220587,27,True,False,True
CYANOCOBALAMIN + MIDODRINE,6.076602472318085,51,True,1.1116505480643342,43,False,False,True
CYANOCOBALAMIN + MIDODRINE HYDROCHLORIDE,3.329735513952202,40,True,2.812203457566671,43,True,True,False
CYANOCOBALAMIN + MORPHINE,2.6770137193096404,49,True,3.8668906181682647,55,True,True,False
CYANOCOBALAMIN + MYCOPHENOLATE MOFETIL,1.5880957614264826,37,False,2.642330193893463,56,True,False,True
CYANOCOBALAMIN + MYRBETRIQ,2.368446114809169,69,True,2.563944705320889,84,True,True,False
CYANOCOBALAMIN + NAPROXEN SODIUM,8.216795279164776,19,True,2.9000100341159945,20,True,True,False
CYANOCOBALAMIN + NIFEDIPINE,3.314352063744628,31,True,2.1039770355639567,54,True,True,False
CYANOCOBALAMIN + NOVOLOG,1.825922917446438,26,False,2.90003727010794,28,True,False,True
CYANOCOBALAMIN + OFEV,1.933321388042764,18,False,3.866781027286476,35,True,False,True
CYANOCOBALAMIN + OLANZAPINE,3.954783944784949,56,True,3.718198979191436,63,True,True,False
CYANOCOBALAMIN + OPSUMIT,2.3563292023853895,55,True,2.3563292023853895,55,True,True,False
CYANOCOBALAMIN + ORENCIA,3.3833851770091217,27,True,2.1750322534403668,39,True,True,False
CYANOCOBALAMIN + ORENITRAM,2.5133770227039784,36,True,5.4135201966747815,33,True,True,False
CYANOCOBALAMIN + OXERVATE,3.866644050465981,10,False,21.266799816520773,11,True,True,False
CYANOCOBALAMIN + OXYCODONE HYDROCHLORIDE,2.1039770355639567,54,True,3.251649091560691,48,True,True,False
CYANOCOBALAMIN + OXYCODONE TEREPHTHALATE,25.133610783278463,13,True,21.266799816520773,11,True,True,False
CYANOCOBALAMIN + OXYGEN,3.08579206539595,197,True,2.51380017397788,198,True,True,False
CYANOCOBALAMIN + PEMBROLIZUMAB,2.7926480382920422,35,True,3.8065962167044183,79,True,True,False
CYANOCOBALAMIN + PEMETREXED,1.643404958914649,108,False,4.918388103245674,140,True,False,True
CYANOCOBALAMIN + PERPRAZOLE,2.6026460088774925,48,True,1.7901820087767806,77,False,False,True
CYANOCOBALAMIN + PHTHALYLSULFATHIAZOLE,19.33340819012989,10,True,32.86734357455145,17,True,True,False
CYANOCOBALAMIN + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,2.1749817238364177,13,False,3.061143390480559,25,True,True,False
CYANOCOBALAMIN + PLAVIX,1.6433526936851486,54,False,2.5219067992185016,83,True,False,True
CYANOCOBALAMIN + POLYETHYLENE GLYCOL,2.2019255018829735,59,True,2.7295554578299894,65,True,True,False
CYANOCOBALAMIN + POTASSIUM CHLORIDE,2.6839273025988857,219,True,2.446459843921826,293,True,True,False
CYANOCOBALAMIN + PRAMIPEXOLE DIHYDROCHLORIDE,2.31999139939079,17,False,4.350056979852784,22,True,True,False
CYANOCOBALAMIN + PROCHLORPERAZINE,2.779306567337489,62,True,2.241015435622351,73,True,True,False
CYANOCOBALAMIN + PROTONIX,2.5779071165809317,66,True,1.8644156663396532,123,False,False,True
CYANOCOBALAMIN + PSEUDOEPHEDRINE HYDROCHLORIDE,30.93389651934797,16,True,32.86734357455145,17,True,True,False
CYANOCOBALAMIN + QUETIAPINE,2.442221758621249,67,True,1.8797391211773424,106,False,False,True
CYANOCOBALAMIN + QUETIAPINE FUMARATE,8.70048811255976,40,True,4.4469564511003705,56,True,True,False
CYANOCOBALAMIN + RANITIDINA,2.0944365074435267,19,False,2.577846798310059,44,True,True,False
CYANOCOBALAMIN + REMODULIN,4.22935202794396,43,True,2.987980451264671,45,True,True,False
CYANOCOBALAMIN + RISEDRONATE SODIUM,2.8195401447530215,47,True,2.839733060161514,63,True,True,False
CYANOCOBALAMIN + RISPERIDONE,3.093351426639686,21,True,2.5778166409039183,33,True,True,False
CYANOCOBALAMIN + RITUXIMAB,3.3073096327200555,84,True,1.5637682634148151,89,False,False,True
CYANOCOBALAMIN + RIVAROXABAN,2.1750069880951526,26,False,2.5485411167084915,40,True,True,False
CYANOCOBALAMIN + RIVASTIGMINE,3.11489898386577,38,True,1.7952515540489575,40,False,False,True
CYANOCOBALAMIN + RYTARY,1.858988448729037,38,False,3.286786619615676,44,True,False,True
CYANOCOBALAMIN + SENOKOT,5.316787117890889,26,True,3.673381147149328,24,True,True,False
CYANOCOBALAMIN + SEROQUEL,2.1481600051817007,29,False,2.347681519083946,48,True,True,False
CYANOCOBALAMIN + SILDENAFIL CITRATE,2.3051787206858454,44,True,2.706783738905016,57,True,True,False
CYANOCOBALAMIN + SILDENAFILO,3.093351426639686,21,True,1.757576771134935,31,False,False,True
CYANOCOBALAMIN + SIMETHICONE,2.126653702075609,16,False,3.222263898810306,26,True,True,False
CYANOCOBALAMIN + SIMPONI,4.446767041599373,28,True,4.189003116232361,32,True,True,False
CYANOCOBALAMIN + SINEMET,3.2866937429820577,22,True,1.7627663007213037,48,False,False,True
CYANOCOBALAMIN + SITAGLIPTIN,2.513330020498167,18,False,4.446767041599373,28,True,True,False
CYANOCOBALAMIN + SODIUM BICARBONATE,2.762017851553794,54,True,2.543993155104315,69,True,True,False
CYANOCOBALAMIN + SODIUM CHLORIDE,3.78991065476034,123,True,1.9511222539969708,166,False,False,True
CYANOCOBALAMIN + SOTATERCEPT,1.4499903241759424,30,False,4.446767041599373,28,True,False,True
CYANOCOBALAMIN + SPIRIVA,2.470482514788807,64,True,2.1750575198721305,52,True,True,False
CYANOCOBALAMIN + SPIRIVA RESPIMAT,3.5444403565103273,14,False,2.513330020498167,18,False,True,False
CYANOCOBALAMIN + STELARA,2.470401712097128,32,True,2.803402156929266,39,True,True,False
CYANOCOBALAMIN + STIOLTO RESPIMAT,4.3499849490417555,11,False,2.9000100341159945,20,True,True,False
CYANOCOBALAMIN + SULFAMETHOXAZOLE,21.266799816520773,11,True,2.8999964164128293,16,False,True,False
CYANOCOBALAMIN + SULFAMETHOXAZOLE / TRIMETHOPRIM,2.974488114651585,53,True,2.642330193893463,56,True,True,False
CYANOCOBALAMIN + SULFASALAZINE,2.1091758799929363,70,True,2.391336425116885,66,True,True,False
CYANOCOBALAMIN + TADALAFIL,1.7652588392396642,65,False,2.988141952499604,90,True,False,True
CYANOCOBALAMIN + TEDUGLUTIDE,2.751536621691193,100,True,3.47160910142263,101,True,True,False
CYANOCOBALAMIN + TOCILIZUMAB,19.33340819012989,10,True,11.600071671743414,13,True,True,False
CYANOCOBALAMIN + TOPROL XL,2.577786484650553,22,True,2.470401712097128,32,True,True,False
CYANOCOBALAMIN + TOUJEO,2.4166690557419033,21,False,2.5778166409039183,33,True,True,False
CYANOCOBALAMIN + TPN,1.6916443690572889,11,False,3.86672623498747,25,True,False,True
CYANOCOBALAMIN + TRAMADOL HYDROCHLORIDE,2.8433005220284833,67,True,2.458356107521934,124,True,True,False
CYANOCOBALAMIN + TREPROSTINIL,4.060072246670776,26,True,4.446767041599373,28,True,True,False
CYANOCOBALAMIN + TRIAMCINOLONE ACETONIDE,2.90009174443441,44,True,2.0945044933117987,57,True,True,False
CYANOCOBALAMIN + TYVASO,2.6100516055045873,37,True,2.6583672786783414,30,True,True,False
CYANOCOBALAMIN + VENETOCLAX,1.546646152817031,13,False,14.500193515094177,16,True,False,True
CYANOCOBALAMIN + VILANTEROL AND FLUTICASONE FUROATE,12.566774333809551,14,True,2.577756329549898,11,False,True,False
CYANOCOBALAMIN + VOLTARENE,1.772207038466929,17,False,4.189003116232361,32,True,False,True
CYANOCOBALAMIN + VORICONAZOLE,4.3499849490417555,11,False,4.3499849490417555,11,False,True,False
CYANOCOBALAMIN + VYALEV,8.699991399452431,10,True,4.350201050768007,44,True,True,False
CYANOCOBALAMIN + WARFARIN,1.9333347667887493,27,False,3.0381415414229913,29,True,False,True
CYANOCOBALAMIN + WARFARIN SODIUM,4.833419739253214,24,True,2.4857284154891,25,True,True,False
CYANOCOBALAMIN + WINREVAIR,3.141670290080129,17,True,2.7066695654043618,19,False,True,False
CYANOCOBALAMIN + ZOCOR,2.1749817238364177,13,False,4.108377332345844,21,True,True,False
CYANOCOBALAMIN + ZOFRAN,2.071579104746613,110,True,2.13181379525546,125,True,True,False
CYCLIZINE + ONDANSETRON,1.79522685526164,20,False,3.4800369831497315,23,True,False,True
CYCLIZINE + POLYETHYLENE GLYCOL 3350 / POTASSIUM CHLORIDE / SODIUM BICARBONATE / SODIUM CHLORIDE,2.1749817238364177,13,False,11.600071671743414,13,True,True,False
CYCLOBENZAPRINE HYDROCHLORIDE + FAMOTIDINE,3.0381415414229913,29,True,1.4499870989937216,25,False,False,True
CYCLOBENZAPRINE HYDROCHLORIDE + FERROUS SULFATE,5.316673674553725,13,True,4.188904072716732,16,True,True,False
CYCLOBENZAPRINE HYDROCHLORIDE + LASIX,3.8666714447828943,15,True,2.658323697488628,15,False,True,False
CYCLOBENZAPRINE HYDROCHLORIDE + MONTELUKAST SODIUM,4.350056979852784,22,True,3.1232274445262296,55,True,True,False
CYCLOBENZAPRINE HYDROCHLORIDE + OMEPRAZOLE,1.8125219504153556,46,False,2.331456293650765,58,True,False,True
CYCLOBENZAPRINE HYDROCHLORIDE + OPSUMIT,6.766724083971016,16,True,7.250078839482813,17,True,True,False
CYCLOBENZAPRINE HYDROCHLORIDE + OXYGEN,5.24789963148196,45,True,4.218466444638916,59,True,True,False
CYCLOBENZAPRINE HYDROCHLORIDE + POTASSIUM CHLORIDE,4.189003116232361,32,True,2.362987296543614,31,True,True,False
CYCLOBENZAPRINE HYDROCHLORIDE + PREDNISONE,1.9333436861658284,33,False,2.1039770355639567,54,True,False,True
CYCLOBENZAPRINE HYDROCHLORIDE + PROAIR,19.33340819012989,10,True,4.833328157065486,12,True,True,False
CYCLOBENZAPRINE HYDROCHLORIDE + REMODULIN,29.000458702445457,15,True,4.511138240322874,17,True,True,False
CYCLOBENZAPRINE HYDROCHLORIDE + SPIRONOLACTONE,2.623830707145724,26,True,2.4857284154891,25,True,True,False
CYCLOBENZAPRINE HYDROCHLORIDE + TORSEMIDE,11.600071671743414,13,True,3.866644050465981,10,False,True,False
CYCLOBENZAPRINE HYDROCHLORIDE + TRELEGY ELLIPTA,4.511138240322874,17,True,1.6916559357626986,22,False,False,True
CYCLOBENZAPRINE HYDROCHLORIDE + VITAMIN D3,1.5466774975809632,52,False,2.548648415587146,80,True,False,True
CYCLOBENZAPRINE HYDROCHLORIDE + VITAMINS,5.4778499812854875,20,True,2.295846194644598,27,True,True,False
CYCLOPHOSPHAMIDE + DAPTOMYCIN,5.316673674553725,13,True,21.268371469598105,46,True,True,False
