PAIR,N_EXPOSED,A_SERIOUS_EXPOSED,B_NONSERIOUS_EXPOSED,ROR,CI_LOWER,CI_UPPER,CHI2,P_VALUE,P_VALUE_RANK,P_VALUE_FDR,SIGNAL,PCT_SERIOUS,FLAG_HIGH_SERIOUS_RATE,CI_RATIO,FLAG_WIDE_CI,FLAG_SMALL_N_HIGH_ROR,FLAG_POSSIBLE_VETERINARY,FLAG_SAME_DRUG,QUALITY_FLAGS
APIXABAN + ENTRESTO,156,117,39,2.90047315219729,2.0186803111217806,4.167447644021614,35.456482305967974,2.6081294834667e-09,8113,7.278780492882575e-08,True,75.0,False,2.064441616169409,False,False,False,False,0
AMBRISENTAN + ORENITRAM,152,114,38,2.9004595278548435,2.009130641646321,4.187216748548735,34.52272402320722,4.213040062094105e-09,8420,1.13290748786131e-07,True,75.0,False,2.084093817372497,False,False,False,False,0
ALLOPURINOL + BUMETANIDE,148,111,37,2.9004459037077397,1.999244692407551,4.207882342908368,33.58898393905304,6.807718787528837e-09,8740,1.763402439577513e-07,True,75.0,False,2.1047360330070997,False,False,False,False,0
CODEINE + PANTOPRAZOLE SODIUM,148,111,37,2.9004459037077397,1.999244692407551,4.207882342908368,33.58898393905304,6.807718787528837e-09,8741,1.763402439577513e-07,True,75.0,False,2.1047360330070997,False,False,False,False,0
AMBRISENTAN + ASPIRIN,140,105,35,2.900418655999541,1.978379063593471,4.252182271273175,31.72156149325317,1.7793574159197576e-08,9394,4.288222963254068e-07,True,75.0,False,2.14932635990882,False,False,False,False,0
BUPRENORPHINE + MIRTAZAPINE,140,105,35,2.900418655999541,1.978379063593471,4.252182271273175,31.72156149325317,1.7793574159197576e-08,9393,4.288222963254068e-07,True,75.0,False,2.14932635990882,False,False,False,False,0
ADEMPAS + ASPIRIN,140,105,35,2.900418655999541,1.978379063593471,4.252182271273175,31.72156149325317,1.7793574159197576e-08,9395,4.288222963254068e-07,True,75.0,False,2.14932635990882,False,False,False,False,0
FUROSEMIDE + LETROZOLE,132,99,33,2.9003914090726615,1.955893599805035,4.300985660294119,29.85422216958824,4.657814389565239e-08,10230,1.0306000375809464e-06,True,75.0,False,2.1989875424321874,False,False,False,False,0
ACETAMINOPHEN + INSULIN ASPART,132,99,33,2.9003914090726615,1.955893599805035,4.300985660294119,29.85422216958824,4.657814389565239e-08,10231,1.0306000375809464e-06,True,75.0,False,2.1989875424321874,False,False,False,False,0
ACYCLOVIR + FENTANYL,132,99,33,2.9003914090726615,1.955893599805035,4.300985660294119,29.85422216958824,4.657814389565239e-08,10232,1.0306000375809464e-06,True,75.0,False,2.1989875424321874,False,False,False,False,0
PANTOPRAZOLE + TAMSULOSIN HYDROCHLORIDE,132,99,33,2.9003914090726615,1.955893599805035,4.300985660294119,29.85422216958824,4.657814389565239e-08,10233,1.0306000375809464e-06,True,75.0,False,2.1989875424321874,False,False,False,False,0
CETIRIZINE HYDROCHLORIDE + LANSOPRAZOLE,128,96,32,2.9003777859022057,1.9439740110520436,4.32731675070206,28.920586421204685,7.540720747374127e-08,10643,1.6042045571539556e-06,True,75.0,False,2.2260157420315485,False,False,False,False,0
LEVOTHYROXINE SODIUM + MAGNESIUM OXIDE,128,96,32,2.9003777859022057,1.9439740110520436,4.32731675070206,28.920586421204685,7.540720747374127e-08,10642,1.6042045571539556e-06,True,75.0,False,2.2260157420315485,False,False,False,False,0
ESCITALOPRAM + LANSOPRAZOLE,124,93,31,2.900364162927067,1.931560582452468,4.355085910332109,27.986975027679104,1.2213476529351176e-07,11115,2.4879450551710613e-06,True,75.0,False,2.25469806637001,False,False,False,False,0
CALCIUM + OXYCODONE,124,93,31,2.900364162927067,1.931560582452468,4.355085910332109,27.986975027679104,1.2213476529351176e-07,11114,2.4879450551710613e-06,True,75.0,False,2.25469806637001,False,False,False,False,0
ALLOPURINOL + CITALOPRAM,120,90,30,2.900350540147241,1.9186172191450004,4.384424976380164,27.053389516689005,1.9791289013307325e-07,11603,3.862021956231162e-06,True,75.0,False,2.285200472835332,False,False,False,False,0
FUROSEMIDE + HUMAN IMMUNOGLOBULIN G,116,87,29,2.900336917562724,1.9051039585018976,4.415483049015387,26.119831626644412,3.208713981323054e-07,12106,6.0012440295985725e-06,True,75.0,False,2.317712390082669,False,False,False,False,0
AMOXICILLIN + CLAVULANIC ACID,116,87,29,2.900336917562724,1.9051039585018976,4.415483049015387,26.119831626644412,3.208713981323054e-07,12105,6.0012440295985725e-06,True,75.0,False,2.317712390082669,False,False,False,False,0
ALLOPURINOL + AZITHROMYCIN,116,87,29,2.900336917562724,1.9051039585018976,4.415483049015387,26.119831626644412,3.208713981323054e-07,12104,6.0012440295985725e-06,True,75.0,False,2.317712390082669,False,False,False,False,0
DEXMEDETOMIDINE + FENTANYL,112,84,28,2.900323295173511,1.8909764141721876,4.448429474573113,25.186303344318443,5.205054772707183e-07,12694,9.281862577985469e-06,True,75.0,False,2.352451062442522,False,False,False,False,0
ELIQUIS + SENNOSIDES,112,84,28,2.900323295173511,1.8909764141721876,4.448429474573113,25.186303344318443,5.205054772707183e-07,12697,9.281862577985469e-06,True,75.0,False,2.352451062442522,False,False,False,False,0
ATORVASTATIN CALCIUM + BISOPROLOL FUMARATE,112,84,28,2.900323295173511,1.8909764141721876,4.448429474573113,25.186303344318443,5.205054772707183e-07,12696,9.281862577985469e-06,True,75.0,False,2.352451062442522,False,False,False,False,0
CARBIDOPA / LEVODOPA + SIMVASTATIN,112,84,28,2.900323295173511,1.8909764141721876,4.448429474573113,25.186303344318443,5.205054772707183e-07,12695,9.281862577985469e-06,True,75.0,False,2.352451062442522,False,False,False,False,0
HYDROMORPHONE + METFORMIN,108,81,27,2.9003096729795987,1.8761851183699187,4.483457478059217,24.25280695084065,8.448387187425669e-07,13217,1.4445545113566927e-05,True,75.0,False,2.3896669012888068,False,False,False,False,0
FAMOTIDINE + LACTULOSE,108,81,27,2.9003096729795987,1.8761851183699187,4.483457478059217,24.25280695084065,8.448387187425669e-07,13218,1.4445545113566927e-05,True,75.0,False,2.3896669012888068,False,False,False,False,0
DEXTROSE + FUROSEMIDE,104,78,26,2.9002960509809825,1.860674739486453,4.520788617605203,23.319345078303904,1.3721298353551098e-06,13959,2.225624278683525e-05,True,75.0,False,2.429650127272079,False,False,False,False,0
ACTEMRA + LYRICA,104,78,26,2.9002960509809825,1.860674739486453,4.520788617605203,23.319345078303904,1.3721298353551098e-06,13958,2.225624278683525e-05,True,75.0,False,2.429650127272079,False,False,False,False,0
ACETAMINOPHEN + SEMAGLUTIDE,100,75,25,2.900282429177658,1.8443831459003956,4.560678288398825,22.385920779957136,2.230027994168902e-06,14694,3.4350532579341076e-05,True,75.0,False,2.472739082731306,False,False,False,False,0
DOMPERIDONE + FOLIC ACID,100,75,25,2.900282429177658,1.8443831459003956,4.560678288398825,22.385920779957136,2.230027994168902e-06,14695,3.4350532579341076e-05,True,75.0,False,2.472739082731306,False,False,False,False,0
FENTANYL + LANSOPRAZOLE,100,75,25,2.900282429177658,1.8443831459003956,4.560678288398825,22.385920779957136,2.230027994168902e-06,14696,3.4350532579341076e-05,True,75.0,False,2.472739082731306,False,False,False,False,0
FOLIC ACID + TADALAFIL,100,75,25,2.900282429177658,1.8443831459003956,4.560678288398825,22.385920779957136,2.230027994168902e-06,14697,3.4350532579341076e-05,True,75.0,False,2.472739082731306,False,False,False,False,0
METHYLPREDNISOLONE + VITAMIN D2,100,75,25,2.900282429177658,1.8443831459003956,4.560678288398825,22.385920779957136,2.230027994168902e-06,14698,3.4350532579341076e-05,True,75.0,False,2.472739082731306,False,False,False,False,0
FAMOTIDINE + MYCOPHENOLATE MOFETIL,100,75,25,2.900282429177658,1.8443831459003956,4.560678288398825,22.385920779957136,2.230027994168902e-06,14699,3.4350532579341076e-05,True,75.0,False,2.472739082731306,False,False,False,False,0
CHOLECALCIFEROL + IBUPROFEN,383,287,96,2.891169366084947,2.294538726903507,3.642937120816593,87.98778112454163,6.586005348582922e-21,1794,8.312096761513089e-19,True,74.93472584856397,False,1.5876555396965373,False,False,False,False,0
APIXABAN + CHOLECALCIFEROL,323,242,81,2.889100185932546,2.246357481163349,3.715748697323435,73.97322597265884,7.918377690680774e-18,2557,7.01158873667798e-16,True,74.92260061919505,False,1.654121718596238,False,False,False,False,0
SODIUM CHLORIDE + SPIRONOLACTONE,315,236,79,2.8887707974852077,2.2389975219792264,3.727112977341092,72.10480446222452,2.0406631142254818e-17,2691,1.7169931660970092e-15,True,74.92063492063492,False,1.6646347040377263,False,False,False,False,0
ACETAMINOPHEN + ALLOPURINOL,1008,755,253,2.8880644636795227,2.5046267568446514,3.3302033221414757,232.6574810261396,1.569655823226923e-52,96,3.702065960243681e-49,True,74.90079365079364,False,1.3296205963785568,False,False,False,False,0
PREGABALIN + TRAMADOL HYDROCHLORIDE,299,224,75,2.888063683133228,2.223475320099125,3.751294994118135,68.3680988443015,1.3565445192170718e-16,2966,1.0355566316658495e-14,True,74.91638795986621,False,1.6871313840132474,False,False,False,False,0
OXYGEN + SILDENAFILO,267,200,67,2.886415701181321,2.1887125643979997,3.806527972446482,60.89526102425372,6.019356519684734e-15,3611,3.77427489469393e-13,True,74.90636704119851,False,1.7391630286974018,False,False,False,False,0
BISOPROLOL + PERPRAZOLE,263,197,66,2.8861834724307536,2.1839661387221954,3.8141869000799744,59.96121260004369,9.674527654559376e-15,3688,5.939498922152996e-13,True,74.90494296577947,False,1.7464496506853333,False,False,False,False,0
ACETAMINOPHEN + DOCUSATE SODIUM,251,188,63,2.885445149437176,2.1691142217107946,3.8383380769335056,57.15914633114158,4.019342583862403e-14,3952,2.302761915872869e-12,True,74.9003984063745,False,1.7695417044041983,False,False,False,False,0
INSULIN ASPART + INSULIN GLARGINE,231,173,58,2.8840542851223248,2.1420783842955027,3.883036764907195,52.48931195690886,4.32596242778153e-13,4530,2.1612439562520705e-11,True,74.89177489177489,False,1.8127426117435321,False,False,False,False,0
DICLOFENAC + HYDROXYCHLOROQUINE,231,173,58,2.8840542851223248,2.1420783842955027,3.883036764907195,52.48931195690886,4.32596242778153e-13,4532,2.1612439562520705e-11,True,74.89177489177489,False,1.8127426117435321,False,False,False,False,0
OMEPRAZOLE + SULFAMETHOXAZOLE / TRIMETHOPRIM,231,173,58,2.8840542851223248,2.1420783842955027,3.883036764907195,52.48931195690886,4.32596242778153e-13,4531,2.1612439562520705e-11,True,74.89177489177489,False,1.8127426117435321,False,False,False,False,0
METOPROLOL SUCCINATE + OXYGEN,438,328,110,2.8838426994669897,2.3236218662332044,3.5791317150715707,100.357076813855,1.272562370856496e-23,1334,2.1599027502592658e-21,True,74.88584474885845,False,1.5403245110933899,False,False,False,False,0
EMPAGLIFLOZIN + SPIRONOLACTONE,215,161,54,2.8827652342969268,2.11805110607932,3.923576429396976,48.75371189431681,2.902087888279916e-12,5083,1.2927108705263862e-10,True,74.88372093023256,False,1.8524465335776652,False,False,False,False,0
MIDAZOLAM + PHENOBARBITAL,215,161,54,2.8827652342969268,2.11805110607932,3.923576429396976,48.75371189431681,2.902087888279916e-12,5082,1.2927108705263862e-10,True,74.88372093023256,False,1.8524465335776652,False,False,False,False,0
ASCORBIC ACID + CETIRIZINE HYDROCHLORIDE,215,161,54,2.8827652342969268,2.11805110607932,3.923576429396976,48.75371189431681,2.902087888279916e-12,5081,1.2927108705263862e-10,True,74.88372093023256,False,1.8524465335776652,False,False,False,False,0
FUROSEMIDE + OPSUMIT,410,307,103,2.882552798283493,2.305855854396109,3.603482246754798,93.81595312920668,3.4626965968098856e-22,1546,5.071260272034286e-20,True,74.8780487804878,False,1.5627526065364263,False,False,False,False,0
CARVEDILOL + POTASSIUM CHLORIDE,211,158,53,2.8824138555640535,2.111663453348927,3.934485687845442,47.81985175967417,4.672369488644735e-12,5238,2.019680326231316e-10,True,74.88151658767772,False,1.8632162628025157,False,False,False,False,0
ALBUTEROL + POLYETHYLENE GLYCOL,199,149,50,2.881278660159928,2.0914758511937688,3.969334244406659,45.0183736989439,1.9519436614759473e-11,5757,7.676831334793487e-10,True,74.87437185929649,False,1.8978628140224758,False,False,False,False,0
ACETAMINOPHEN + DICLOFENAC DIETHYLAMMONIUM,199,149,50,2.881278660159928,2.0914758511937688,3.969334244406659,45.0183736989439,1.9519436614759473e-11,5756,7.676831334793487e-10,True,74.87437185929649,False,1.8978628140224758,False,False,False,False,0
CIMZIA + ENBREL,370,277,93,2.8803981869699453,2.2773051913516773,3.643206780982793,84.47242681802548,3.896106770445823e-20,1946,4.533138246407001e-18,True,74.86486486486487,False,1.599788554831509,False,False,False,False,0
MAGNESIUM + RITUXIMAB,183,137,46,2.8795430340750285,2.061856458917058,4.021505982741924,41.283327944187576,1.3168729572062283e-10,6534,4.562025189615714e-09,True,74.86338797814209,False,1.9504296554446503,False,False,False,False,0
DEXAMETHASONE + PANTOPRAZOLE,799,598,201,2.878579763144282,2.4533073967372565,3.3775716258810213,183.29405018501453,9.251894879884824e-42,212,9.88111101374416e-39,True,74.84355444305382,False,1.3767421197901974,False,False,False,False,0
ELIQUIS + SPIRONOLACTONE,771,577,194,2.877616551865651,2.4454760080269873,3.3861207357548437,176.74716480804176,2.487031699339867e-40,238,2.3660031231140083e-37,True,74.8378728923476,False,1.3846468845493887,False,False,False,False,0
CYCLOPHOSPHAMIDE + URSADIOL 300 MG ORAL CAPSULE [URSODIOL],163,122,41,2.876912222457629,2.019550023995749,4.098251510180724,36.61499800815903,1.439201339585898e-09,7768,4.1943762248212105e-08,True,74.84662576687117,False,2.0292894265982047,False,False,False,False,0
BISOPROLOL + CARBOPLATIN,163,122,41,2.876912222457629,2.019550023995749,4.098251510180724,36.61499800815903,1.439201339585898e-09,7769,4.1943762248212105e-08,True,74.84662576687117,False,2.0292894265982047,False,False,False,False,0
FENTANYL + HYDROMORPHONE,318,238,80,2.8768428991105512,2.2330224880401492,3.706288275415701,72.32759755238379,1.8228035961896274e-17,2682,1.5388349912082889e-15,True,74.84276729559748,False,1.659763076845943,False,False,False,False,0
FILGRASTIM + METHOTREXATE,159,119,40,2.8763091801523655,2.0102533859673075,4.115478455392746,35.68140481087937,2.323714949023144e-09,8059,6.527678552455609e-08,True,74.84276729559748,False,2.0472436381010906,False,False,False,False,0
CARBOPLATIN + PANTOPRAZOLE SODIUM,159,119,40,2.8763091801523655,2.0102533859673075,4.115478455392746,35.68140481087937,2.323714949023144e-09,8060,6.527678552455609e-08,True,74.84276729559748,False,2.0472436381010906,False,False,False,False,0
APIXABAN + FOLIC ACID,310,232,78,2.876195992300736,2.2253134306261395,3.71745538056595,70.45935118757727,4.698487088191465e-17,2803,3.795298071830664e-15,True,74.83870967741936,False,1.6705311393011115,False,False,False,False,0
LIDOCAINE + MORPHINE,151,113,38,2.8750100301773136,1.990693787597092,4.152161786568602,33.81430085937846,6.063152181748263e-09,8683,1.5810282053288934e-07,True,74.83443708609272,False,2.0857862783510037,False,False,False,False,0
MOUNJARO + PANTOPRAZOLE,147,110,37,2.8743088919155944,1.980391776406888,4.171725869885467,32.88079310951315,9.798659836477904e-09,8991,2.467296444456911e-07,True,74.82993197278913,False,2.106515447895069,False,False,False,False,0
GABAPENTIN + TYVASO DPI,147,110,37,2.8743088919155944,1.980391776406888,4.171725869885467,32.88079310951315,9.798659836477904e-09,8992,2.467296444456911e-07,True,74.82993197278913,False,2.106515447895069,False,False,False,False,0
ATORVASTATIN CALCIUM + OXYGEN,687,514,173,2.8743057000485948,2.419301639363467,3.414883503119325,157.1094556882352,4.844315883237287e-36,348,3.15183998175523e-33,True,74.81804949053857,False,1.4115162192085322,False,False,False,False,0
GABAPENTIN + SULFAMETHOXAZOLE / TRIMETHOPRIM,143,107,36,2.873569558614244,1.9697127210033096,4.1921859569391415,31.947317126626416,1.5841100877051135e-08,9263,3.859314044530525e-07,True,74.82517482517483,False,2.12832354293969,False,False,False,False,0
AMPHOTERICIN B + FLUCYTOSINE,143,107,36,2.873569558614244,1.9697127210033096,4.1921859569391415,31.947317126626416,1.5841100877051135e-08,9262,3.859314044530525e-07,True,74.82517482517483,False,2.12832354293969,False,False,False,False,0
ACETAMINOPHEN + LENALIDOMIDE,274,205,69,2.8728403950096504,2.1868804877502295,3.7739656928805294,62.05292676541773,3.343490701534016e-15,3461,2.186673823396675e-13,True,74.81751824817519,False,1.7257301960579594,False,False,False,False,0
CHOLECALCIFEROL + TORSEMIDE,274,205,69,2.8728403950096504,2.1868804877502295,3.7739656928805294,62.05292676541773,3.343490701534016e-15,3462,2.186673823396675e-13,True,74.81751824817519,False,1.7257301960579594,False,False,False,False,0
NOVOLOG + TRULICITY,139,104,35,2.872788756395976,1.9586324895163576,4.213610916314892,31.013874869401427,2.5619045563202864e-08,9642,6.015985333259973e-07,True,74.82014388489209,False,2.151302471938139,False,False,False,False,0
POTASSIUM + SPIRONOLACTONE,131,98,33,2.871087665531486,1.9351604513824048,4.259669722620909,29.14710056289306,6.70860639060869e-08,10493,1.4475833810624592e-06,True,74.80916030534351,False,2.2011971769978884,False,False,False,False,0
AZATHIOPRINE + FOLIC ACID,258,193,65,2.871061652965313,2.1674865714895084,3.8030201079692425,58.31712616573332,2.2309351964421614e-14,3838,1.316112259791666e-12,True,74.8062015503876,False,1.7545760873414715,False,False,False,False,0
LEVOFLOXACIN + TAMSULOSIN,127,95,32,2.8701586589468855,1.9227079805160492,4.284483557048939,28.213773740228397,1.0862879012029749e-07,10879,2.2608248369755968e-06,True,74.80314960629921,False,2.2283589606254175,False,False,False,False,0
QUETIAPINE + ZOLPIDEM,250,187,63,2.870090177243619,2.1571583023316565,3.8186430808562104,56.44932382113531,5.766555097552399e-14,4046,3.227018962129558e-12,True,74.8,False,1.770219216980352,False,False,False,False,0
ALLOPURINOL + GLICLAZIDE,123,92,31,2.8691705955557336,1.9097323070784604,4.310625041996229,27.280491188969,1.759780078385322e-07,11396,3.496366144154509e-06,True,74.79674796747967,False,2.2571881022375817,False,False,False,False,0
