PAIR,N_EXPOSED,A_SERIOUS_EXPOSED,B_NONSERIOUS_EXPOSED,ROR,CI_LOWER,CI_UPPER,CHI2,P_VALUE,P_VALUE_RANK,P_VALUE_FDR,SIGNAL,PCT_SERIOUS,FLAG_HIGH_SERIOUS_RATE,CI_RATIO,FLAG_WIDE_CI,FLAG_SMALL_N_HIGH_ROR,FLAG_POSSIBLE_VETERINARY,FLAG_SAME_DRUG,QUALITY_FLAGS
DIPYRONE + OMEPRAZOLE,163,123,40,2.9730202598072952,2.0808978130449773,4.247613414659104,38.535824112070934,5.375781632822079e-10,7231,1.6830388906807378e-08,True,75.4601226993865,False,2.0412407510023627,False,False,False,False,0
ACETAMINOPHEN + DOXYCYCLINE HYCLATE,220,166,54,2.972327622887705,2.186407364979958,4.040752715751238,52.33191986757164,4.686939113126688e-13,4551,2.3318114263149162e-11,True,75.45454545454545,False,1.8481243616686585,False,False,False,False,0
ETOPOSIDE + HYDROCORTISONE,110,83,27,2.9719364600966687,1.92504739090432,4.588150070790083,25.67694503111201,4.036202730277385e-07,12302,7.428017148532431e-06,True,75.45454545454545,False,2.3833959062351866,False,False,False,False,0
FLUOXETINE + RAMIPRIL,110,83,27,2.9719364600966687,1.92504739090432,4.588150070790083,25.67694503111201,4.036202730277385e-07,12301,7.428017148532431e-06,True,75.45454545454545,False,2.3833959062351866,False,False,False,False,0
ALPRAZOLAM + OXYGEN,110,83,27,2.9719364600966687,1.92504739090432,4.588150070790083,25.67694503111201,4.036202730277385e-07,12303,7.428017148532431e-06,True,75.45454545454545,False,2.3833959062351866,False,False,False,False,0
ADALIMUMAB + CELEBREX,167,126,41,2.9712656149266117,2.0887389689442117,4.226674316756626,39.46974639750868,3.3318148323224015e-10,7005,1.0769205577512828e-08,True,75.44910179640718,False,2.0235531483826676,False,False,False,False,0
GABAPENTIN + LECITHIN,167,126,41,2.9712656149266117,2.0887389689442117,4.226674316756626,39.46974639750868,3.3318148323224015e-10,7004,1.0769205577512828e-08,True,75.44910179640718,False,2.0235531483826676,False,False,False,False,0
MIRTAZAPINE + POLYETHYLENE GLYCOL,167,126,41,2.9712656149266117,2.0887389689442117,4.226674316756626,39.46974639750868,3.3318148323224015e-10,7003,1.0769205577512828e-08,True,75.44910179640718,False,2.0235531483826676,False,False,False,False,0
PANTOPRAZOLE + PREGABALIN,814,614,200,2.9704976637246903,2.5322149527861986,3.484639548662702,196.0202266006423,1.5429443123635044e-44,167,2.0919183551899399e-41,True,75.42997542997543,False,1.3761231228922923,False,False,False,False,0
CIPROFLOXACIN + SERTRALINE,114,86,28,2.9693928022701432,1.9384209075274033,4.5486991911477235,26.61078144247916,2.4885118835256876e-07,11746,4.790414359560642e-06,True,75.43859649122807,False,2.3466003557245574,False,False,False,False,0
METOPROLOL SUCCINATE + OPSUMIT,114,86,28,2.9693928022701432,1.9384209075274033,4.5486991911477235,26.61078144247916,2.4885118835256876e-07,11747,4.790414359560642e-06,True,75.43859649122807,False,2.3466003557245574,False,False,False,False,0
OXYGEN + TREPROSTINIL,289,218,71,2.969041178319604,2.2713659287852352,3.8810151225927663,68.9328501044383,1.0187370929459475e-16,2911,7.923751807304554e-15,True,75.4325259515571,False,1.708670132543724,False,False,False,False,0
ASCORBIC ACID + RAMIPRIL,232,175,57,2.968599865724558,2.2015177224160065,4.002958991903407,55.133984201644175,1.1258733326613515e-13,4214,6.047876351945857e-12,True,75.43103448275862,False,1.8182724359404425,False,False,False,False,0
METHOTREXATE + OTEZLA,232,175,57,2.968599865724558,2.2015177224160065,4.002958991903407,55.133984201644175,1.1258733326613515e-13,4215,6.047876351945857e-12,True,75.43103448275862,False,1.8182724359404425,False,False,False,False,0
ONDANSETRON + PREDNISOLONE,175,132,43,2.968003061094341,2.1037203419461066,4.187363688519703,41.33762324244661,1.2807984506401338e-10,6528,4.442337984023252e-09,True,75.42857142857143,False,1.9904564333137849,False,False,False,False,0
ACETAMINOPHEN + APIXABAN,602,454,148,2.9673897888819933,2.4647991085020253,3.5724624083106624,144.50183593304038,2.7597722165040526e-33,463,1.3495941808129903e-30,True,75.41528239202658,False,1.4493929326685842,False,False,False,False,0
ACETAMINOPHEN + QUETIAPINE FUMARATE,358,270,88,2.9671185640641817,2.332555060973992,3.774312864253734,85.53671227431852,2.274395097018153e-20,1901,2.7089110419603165e-18,True,75.41899441340783,False,1.6181023665429426,False,False,False,False,0
APIXABAN + CARBOPLATIN,118,89,29,2.967025508794093,1.9512139882671449,4.51167346214698,27.54462693018778,1.5351123277976858e-07,11290,3.0783549998697757e-06,True,75.42372881355932,False,2.3122391953297528,False,False,False,False,0
CALCIUM + CLOPIDOGREL,118,89,29,2.967025508794093,1.9512139882671449,4.51167346214698,27.54462693018778,1.5351123277976858e-07,11291,3.0783549998697757e-06,True,75.42372881355932,False,2.3122391953297528,False,False,False,False,0
ARAVA + DICLOFENAC,179,135,44,2.9664839368998988,2.110884003461503,4.168882294552673,42.27157757697901,7.94386940333402e-11,6312,2.849548514835364e-09,True,75.41899441340783,False,1.9749461778650037,False,False,False,False,0
POSACONAZOLE + TACROLIMUS,244,184,60,2.9652489744735737,2.215646981037124,3.9684577714184415,57.93615339054239,2.7076476617096004e-14,3883,1.5788312342749532e-12,True,75.40983606557377,False,1.791105625301754,False,False,False,False,0
LOSARTAN + TRULICITY,122,92,30,2.964816943253006,1.963468829058675,4.476841891711753,28.478481494370204,9.47456743977709e-08,10785,1.9890705707737124e-06,True,75.40983606557377,False,2.280067717631167,False,False,False,False,0
MEROPENEM + MYCOPHENOLATE MOFETIL,187,141,46,2.9636456129916717,2.124609844068764,4.134027404572503,44.13951758001848,3.057849240578841e-11,5926,1.1683295804140734e-09,True,75.40106951871658,False,1.9457819119653401,False,False,False,False,0
CALCIUM CARBONATE + ELIQUIS,126,95,31,2.962751744897887,1.9752233758213105,4.444002642610267,29.412345135158784,5.8503774858670134e-08,10358,1.2788480108081072e-06,True,75.39682539682539,False,2.249873455837582,False,False,False,False,0
DEXTROSE + INSULIN,126,95,31,2.962751744897887,1.9752233758213105,4.444002642610267,29.412345135158784,5.8503774858670134e-08,10357,1.2788480108081072e-06,True,75.39682539682539,False,2.249873455837582,False,False,False,False,0
INFLIXIMAB + PREGABALIN,130,98,32,2.960816473073366,1.9865118658371776,4.41297851675714,30.346217852685797,3.614109750383137e-08,9946,8.22659597328088e-07,True,75.38461538461539,False,2.2214710078750897,False,False,False,False,0
PREGABALIN + ROSUVASTATIN CALCIUM,130,98,32,2.960816473073366,1.9865118658371776,4.41297851675714,30.346217852685797,3.614109750383137e-08,9947,8.22659597328088e-07,True,75.38461538461539,False,2.2214710078750897,False,False,False,False,0
ATORVASTATIN CALCIUM + POTASSIUM CHLORIDE,402,303,99,2.95994536697265,2.3589860829192206,3.714000959522774,95.8144854003442,1.2616917419889056e-22,1480,1.9302008164705676e-20,True,75.3731343283582,False,1.5744056255417738,False,False,False,False,0
METHOTREXATE + MORPHINE,134,101,33,2.958999316294423,1.9973652864656284,4.383613259507569,31.28009964708364,2.233574735037374e-08,9548,5.294404568233796e-07,True,75.3731343283582,False,2.1946978297917887,False,False,False,False,0
ETANERCEPT + FOLIC ACID,134,101,33,2.958999316294423,1.9973652864656284,4.383613259507569,31.28009964708364,2.233574735037374e-08,9550,5.294404568233796e-07,True,75.3731343283582,False,2.1946978297917887,False,False,False,False,0
INFLIXIMAB + KORTISON,134,101,33,2.958999316294423,1.9973652864656284,4.383613259507569,31.28009964708364,2.233574735037374e-08,9551,5.294404568233796e-07,True,75.3731343283582,False,2.1946978297917887,False,False,False,False,0
FUROSEMIDE + WINREVAIR,134,101,33,2.958999316294423,1.9973652864656284,4.383613259507569,31.28009964708364,2.233574735037374e-08,9549,5.294404568233796e-07,True,75.3731343283582,False,2.1946978297917887,False,False,False,False,0
ALLOPURINOL + CIPROFLOXACIN,134,101,33,2.958999316294423,1.9973652864656284,4.383613259507569,31.28009964708364,2.233574735037374e-08,9552,5.294404568233796e-07,True,75.3731343283582,False,2.1946978297917887,False,False,False,False,0
BISOPROLOL + HYDROCHLOROTHIAZIDE,345,260,85,2.9580197534745896,2.3154239244138157,3.7789541559483695,82.01190913105187,1.3526915592673817e-19,2077,1.4745966175551374e-17,True,75.36231884057972,False,1.6320787377650805,False,False,False,False,0
FOLIC ACID + METHYLPREDNISOLONE SODIUM SUCCINATE,207,156,51,2.9575330924615164,2.155829314271106,4.057372230306822,48.809546679586,2.8206352312454847e-12,5074,1.2586570512182499e-10,True,75.36231884057972,False,1.8820470634887134,False,False,False,False,0
ARAVA + SULFASALAZINE,430,324,106,2.956171974309384,2.373912286032377,3.681245003495068,102.3555892313886,4.6398767540001016e-24,1269,8.278578525509813e-22,True,75.34883720930232,False,1.5507080969902611,False,False,False,False,0
AMITRIPTYLINE HYDROCHLORIDE + CLONIDINE,142,107,35,2.9556788513531966,2.0178769069640867,4.329321299127208,33.14789046702102,8.540898529179654e-09,8864,2.1816484241649354e-07,True,75.35211267605634,False,2.1454833464746415,False,False,False,False,0
REMICADE + RITUXIMAB,361,272,89,2.9555186826979885,2.32631836100956,3.7548990843996344,85.74918218248771,2.042687083746397e-20,1891,2.4458018198185712e-18,True,75.34626038781164,False,1.6140951072449552,False,False,False,False,0
ONDANSETRON HYDROCHLORIDE + SODIUM CHLORIDE,219,165,54,2.954414973931156,2.1727349923524573,4.017318204434156,51.611684419223195,6.763784390256632e-13,4662,3.2849475205343764e-11,True,75.34246575342466,False,1.848968336485683,False,False,False,False,0
AZITHROMYCIN + CEFTRIAXONE,458,345,113,2.9528779184579297,2.387613811031871,3.651967483614143,108.89721756510578,1.70923144981374e-25,1072,3.6100817761560387e-23,True,75.32751091703057,False,1.529546975620755,False,False,False,False,0
TORSEMIDE + VITAMINS,150,113,37,2.952720302039495,2.036954647225331,4.280192096545853,35.01571759602969,3.2705466309039352e-09,8239,8.987870215754427e-08,True,75.33333333333333,False,2.1012701988118305,False,False,False,False,0
HUMIRA + INFLIXIMAB,385,290,95,2.952170599509817,2.341520726125408,3.7220730747199777,91.3554093599182,1.2005147706743192e-21,1659,1.6384457706240992e-19,True,75.32467532467533,False,1.5895964674543008,False,False,False,False,0
LASIX + METFORMIN HYDROCHLORIDE,154,116,38,2.95135888810254,2.046008223630511,4.2573236929251435,35.94964477676661,2.024832859985198e-09,7922,5.787157365464889e-08,True,75.32467532467533,False,2.080795005491617,False,False,False,False,0
FOLIC ACID + PERPRAZOLE,316,238,78,2.9506226889081875,2.2847582447493666,3.8105450641474032,74.75122309790837,5.3392686109142544e-18,2499,4.837561105826264e-16,True,75.31645569620254,False,1.6678110574300224,False,False,False,False,0
AMLODIPINE + AZITHROMYCIN,162,122,40,2.9488423165617195,2.063235021515204,4.214580945586674,37.81752637136735,7.76807400550369e-10,7374,2.3851800653351432e-08,True,75.30864197530865,False,2.042705218570572,False,False,False,False,0
ELIQUIS + PANTOPRAZOLE SODIUM,425,320,105,2.947461561064834,2.3642639967057284,3.6745175945070465,100.699945708661,1.0702850935926982e-23,1320,1.835847047886906e-21,True,75.29411764705883,False,1.5541909023810256,False,False,False,False,0
PANTOPRAZOLE SODIUM + RAMIPRIL,437,329,108,2.9462238264066323,2.370539699174475,3.6617124945466935,103.50350343890184,2.5993407783344953e-24,1233,4.773216061224166e-22,True,75.28604118993135,False,1.5446746138956715,False,False,False,False,0
CLOPIDOGREL + JARDIANCE,182,137,45,2.943540154804105,2.10185775923405,4.122271645109624,42.48738922395278,7.11394182839949e-11,6280,2.5648478995263622e-09,True,75.27472527472527,False,1.9612514819327471,False,False,False,False,0
OXYGEN + SYMBICORT,186,140,46,2.942619817521953,2.1089202757299037,4.105897928017227,43.42138902971448,4.4133757273325346e-11,6108,1.6359982079750784e-09,True,75.26881720430107,False,1.9469194617118295,False,False,False,False,0
ALCOHOL + DIAZEPAM,283,213,70,2.9423580678668233,2.245992919553427,3.854629693695722,66.55789406407114,3.397666873848718e-16,3123,2.4633139232887574e-14,True,75.26501766784452,False,1.71622522054172,False,False,False,False,0
OXYCODONE + TOPIRAMATE,190,143,47,2.9417392235509996,2.115786763995431,4.090123733942183,44.355397914199955,2.7385585318903397e-11,5895,1.0516603556199914e-09,True,75.26315789473685,False,1.9331455341078103,False,False,False,False,0
ACETAMINOPHEN + CLOZAPINE,190,143,47,2.9417392235509996,2.115786763995431,4.090123733942183,44.355397914199955,2.7385585318903397e-11,5896,1.0516603556199914e-09,True,75.26315789473685,False,1.9331455341078103,False,False,False,False,0
ACETAMINOPHEN + PANTOPRAZOLE,1763,1326,437,2.939265266349022,2.637844674829066,3.2751285124570955,418.67836527643175,4.732784818228726e-93,7,1.5308395328195882e-88,True,75.21270561542825,False,1.2415926319351331,False,False,False,False,0
GABAPENTIN + LANTUS SOLOSTAR,101,76,25,2.938959883969597,1.870372402355173,4.618056376744153,23.0950834550576,1.5418444890303946e-06,14210,2.4567300880878528e-05,True,75.24752475247524,False,2.46905716258917,False,False,False,False,0
ENTRESTO + PANTOPRAZOLE,210,158,52,2.937852152842032,2.147479366559544,4.0191190687834935,49.02557852211642,2.526462995025411e-12,5049,1.1329702879929955e-10,True,75.23809523809524,False,1.8715518907278188,False,False,False,False,0
LASIX + VITAMIN D2,105,79,26,2.937486352618202,1.885859003449342,4.575541467328988,24.028802774506556,9.490532033985654e-07,13495,1.5923136584445824e-05,True,75.23809523809524,False,2.42623730563105,False,False,False,False,0
CLINDAMYCIN + MEROPENEM,105,79,26,2.937486352618202,1.885859003449342,4.575541467328988,24.028802774506556,9.490532033985654e-07,13494,1.5923136584445824e-05,True,75.23809523809524,False,2.42623730563105,False,False,False,False,0
CHOLECALCIFEROL + TOPIRAMATE,105,79,26,2.937486352618202,1.885859003449342,4.575541467328988,24.028802774506556,9.490532033985654e-07,13493,1.5923136584445824e-05,True,75.23809523809524,False,2.42623730563105,False,False,False,False,0
FUROSEMIDE + THIAMINE,105,79,26,2.937486352618202,1.885859003449342,4.575541467328988,24.028802774506556,9.490532033985654e-07,13492,1.5923136584445824e-05,True,75.23809523809524,False,2.42623730563105,False,False,False,False,0
FUROSEMIDE + PIPERACILLIN SODIUM\TAZOBACTAM SODIUM,218,164,54,2.936502410594418,2.15906317224483,3.9938833278607775,50.8937143209824,9.75053353954679e-13,4769,4.6289405427342606e-11,True,75.22935779816514,False,1.8498223577720705,False,False,False,False,0
ACETAMINOPHEN + DONEPEZILO,109,82,27,2.9361229809635443,1.9006148434351184,4.5358049207703885,24.96253809271201,5.845514191566107e-07,12809,1.0332003374129705e-05,True,75.22935779816514,False,2.3864934741709694,False,False,False,False,0
ALBUTEROL SULFATE + MYCOPHENOLATE MOFETIL,109,82,27,2.9361229809635443,1.9006148434351184,4.5358049207703885,24.96253809271201,5.845514191566107e-07,12807,1.0332003374129705e-05,True,75.22935779816514,False,2.3864934741709694,False,False,False,False,0
BISOPROLOL FUMARATE + EDOXABAN TOSYLATE,109,82,27,2.9361229809635443,1.9006148434351184,4.5358049207703885,24.96253809271201,5.845514191566107e-07,12810,1.0332003374129705e-05,True,75.22935779816514,False,2.3864934741709694,False,False,False,False,0
DIGOXIN + GABAPENTIN,109,82,27,2.9361229809635443,1.9006148434351184,4.5358049207703885,24.96253809271201,5.845514191566107e-07,12808,1.0332003374129705e-05,True,75.22935779816514,False,2.3864934741709694,False,False,False,False,0
AMIODARONE + FUROSEMIDE,581,437,144,2.935526758074588,2.4314946631327223,3.5440412344024663,137.15304491360914,1.1164037635168867e-31,554,4.5627059084470475e-29,True,75.21514629948365,False,1.4575566576964418,False,False,False,False,0
JARDIANCE + POTASSIUM CHLORIDE,226,170,56,2.935251026061151,2.1700985365448444,3.97018773152608,52.7618864389795,3.7653764134250313e-13,4508,1.8911912084624413e-11,True,75.22123893805309,False,1.8294965250044706,False,False,False,False,0
AMLODIPINE + METHOCARBAMOL,113,85,28,2.9348579662019025,1.9146973645950776,4.498565382211375,25.896288674648517,3.6026112675056e-07,12181,6.69646201433448e-06,True,75.22123893805309,False,2.349491603944802,False,False,False,False,0
ATORVASTATIN + CARBOPLATIN,355,267,88,2.9341295376310437,2.305855664020916,3.733588479942634,83.37527031595832,6.786569037053342e-20,2003,7.671499691620288e-18,True,75.21126760563381,False,1.6191770101655278,False,False,False,False,0
INFLIXIMAB + RITUXIMAB,484,364,120,2.933845181478143,2.386792678230388,3.606282031694617,113.99891250056284,1.3037997379753965e-26,942,3.133797548544727e-24,True,75.20661157024794,False,1.5109322500387343,False,False,False,False,0
PREDNISOLONE + REMICADE,117,88,29,2.933681133502482,1.928157779126096,4.463579218589232,26.83005388582504,2.221554333288226e-07,11664,4.312413314767263e-06,True,75.21367521367522,False,2.3149450044551187,False,False,False,False,0
ACETAMINOPHEN + BISACODYL,238,179,59,2.9335364897258667,2.1857161056531007,3.937215960616147,55.56421271666295,9.045546623275529e-14,4161,4.920890378060544e-12,True,75.21008403361344,False,1.8013391356878397,False,False,False,False,0
DIGOXIN + ELIQUIS,238,179,59,2.9335364897258667,2.1857161056531007,3.937215960616147,55.56421271666295,9.045546623275529e-14,4162,4.920890378060544e-12,True,75.21008403361344,False,1.8013391356878397,False,False,False,False,0
DIGOXIN + REMODULIN,121,91,30,2.932583664678595,1.941041920714306,4.430634319930045,27.76383317566768,1.370646234640584e-07,11171,2.7780769774850216e-06,True,75.20661157024794,False,2.2826061985820303,False,False,False,False,0
OMEPRAZOLE + SITAGLIPTIN,121,91,30,2.932583664678595,1.941041920714306,4.430634319930045,27.76383317566768,1.370646234640584e-07,11170,2.7780769774850216e-06,True,75.20661157024794,False,2.2826061985820303,False,False,False,False,0
METOPROLOL + TRAZODONE,246,185,61,2.9324893911346224,2.1955586602650814,3.916768057601725,57.43247563712181,3.4978386586329015e-14,3922,2.019310641025865e-12,True,75.20325203252033,False,1.7839505400091806,False,False,False,False,0
ALBUTEROL SULFATE + TADALAFIL,250,188,62,2.9319918346193545,2.200321739359429,3.906963224740604,58.3666207183494,2.175509404729914e-14,3834,1.284753490871512e-12,True,75.2,False,1.7756326971881953,False,False,False,False,0
ACETAMINOPHEN + LOVENOX,258,194,64,2.9310446458234245,2.2095502982659294,3.888131771678816,60.234938123463024,8.418456364807276e-15,3651,5.22073419119949e-13,True,75.1937984496124,False,1.7596937144767644,False,False,False,False,0
MORPHINE + ZOPICLONE,133,100,33,2.9296952926599724,1.976628559621214,4.342300158548151,30.565251005208935,3.2282418556417497e-08,9862,7.411600734847836e-07,True,75.18796992481202,False,2.196821520873035,False,False,False,False,0
LANTUS + TRULICITY,145,109,36,2.9272951292806577,2.0082921697571416,4.266837715623072,33.3667813912894,7.631643509422777e-09,8799,1.963792999336841e-07,True,75.17241379310344,False,2.1246100442342764,False,False,False,False,0
BENSERAZIDE / LEVODOPA + PRAMIPEXOLE,145,109,36,2.9272951292806577,2.0082921697571416,4.266837715623072,33.3667813912894,7.631643509422777e-09,8798,1.963792999336841e-07,True,75.17241379310344,False,2.1246100442342764,False,False,False,False,0
SILDENAFIL CITRATE + VITAMINS,145,109,36,2.9272951292806577,2.0082921697571416,4.266837715623072,33.3667813912894,7.631643509422777e-09,8797,1.963792999336841e-07,True,75.17241379310344,False,2.1246100442342764,False,False,False,False,0
KARDEGIC + VALACYCLOVIR HYDROCHLORIDE,149,112,37,2.926583040415408,2.018098992672423,4.244037742224541,34.30064857762049,4.7222437119970256e-09,8483,1.2604043107190178e-07,True,75.16778523489933,False,2.102987889907456,False,False,False,False,0
HYDROCHLOROTHIAZIDE + LANSOPRAZOLE,149,112,37,2.926583040415408,2.018098992672423,4.244037742224541,34.30064857762049,4.7222437119970256e-09,8482,1.2604043107190178e-07,True,75.16778523489933,False,2.102987889907456,False,False,False,False,0
BISOPROLOL + QUETIAPINE,157,118,39,2.925270511414288,2.0367209654664973,4.201462895527292,36.16841726038343,1.8097995970849638e-09,7859,5.2140374751594776e-08,True,75.15923566878982,False,2.0628564082979204,False,False,False,False,0
ASCORBIC ACID + ENBREL,165,124,41,2.924088693216051,2.0541423606211877,4.162464515462444,38.03623054698499,6.94430623076083e-10,7336,2.1432877973778704e-08,True,75.15151515151514,False,2.0263758711463815,False,False,False,False,0
ALBUTEROL SULFATE + IPRATROPIUM BROMIDE,169,127,42,2.9235409653992077,2.062443225660433,4.144158573688927,38.97015354902923,4.3033468214832657e-10,7097,1.3729113437038162e-08,True,75.14792899408283,False,2.0093443165505267,False,False,False,False,0
CYCLOPHOSPHAMIDE + TOPOTECAN,173,130,43,2.923019347213081,2.070489994114279,4.126579760573527,39.90408728802761,2.6674443670979273e-10,6889,8.766982417035543e-09,True,75.14450867052022,False,1.9930450146120164,False,False,False,False,0
KETOPROFEN + LECITHIN,173,130,43,2.923019347213081,2.070489994114279,4.126579760573527,39.90408728802761,2.6674443670979273e-10,6887,8.766982417035543e-09,True,75.14450867052022,False,1.9930450146120164,False,False,False,False,0
COCAINE + QUETIAPINE,173,130,43,2.923019347213081,2.070489994114279,4.126579760573527,39.90408728802761,2.6674443670979273e-10,6888,8.766982417035543e-09,True,75.14450867052022,False,1.9930450146120164,False,False,False,False,0
LEVOTHYROXINE SODIUM + SPIRONOLACTONE,366,275,91,2.922449939568741,2.305619654805784,3.7043029328290378,85.46077877788701,2.363432729064269e-20,1904,2.8105236956369416e-18,True,75.13661202185791,False,1.6066409414527103,False,False,False,False,0
AMBRISENTAN + ELIQUIS,185,139,46,2.92159412254642,2.093231512812203,4.077767874529213,42.70595185208265,6.361842420108587e-11,6197,2.324407999154665e-09,True,75.13513513513513,False,1.9480730390165184,False,False,False,False,0
METHYLPREDNISOLONE + PEMBROLIZUMAB,185,139,46,2.92159412254642,2.093231512812203,4.077767874529213,42.70595185208265,6.361842420108587e-11,6196,2.324407999154665e-09,True,75.13513513513513,False,1.9480730390165184,False,False,False,False,0
DIPHENHYDRAMINE HYDROCHLORIDE + OXYGEN,189,142,47,2.921160639581754,2.100383365900418,4.0626771382678415,43.6399275097771,3.947033943893382e-11,6021,1.4841133086582339e-09,True,75.13227513227513,False,1.9342550527799498,False,False,False,False,0
FUROSEMIDE + PERPRAZOLE,414,311,103,2.920138414668737,2.3367648429292074,3.64915125568858,96.67438917403294,8.171951217827362e-23,1449,1.276933644470694e-20,True,75.1207729468599,False,1.5616253671097924,False,False,False,False,0
CLONAZEPAM + TRAZODONE,434,326,108,2.919337624292186,2.348326915206618,3.6291932394166206,101.34711299255804,7.719765036949934e-24,1304,1.3404093252577685e-21,True,75.11520737327189,False,1.5454378246553908,False,False,False,False,0
PACLITAXEL + TORIPALIMAB,249,187,62,2.916389163017332,2.188196312475221,3.8869116548980776,57.65076220224358,3.1304163932767604e-14,3906,1.8145379149966632e-12,True,75.1004016064257,False,1.7763084750386595,False,False,False,False,0
FAMOTIDINE + OXYGEN,269,202,67,2.915293794064918,2.211370540177578,3.843289829225518,62.32152605644404,2.917189287020156e-15,3435,1.9228651062257053e-13,True,75.09293680297398,False,1.7379673643101412,False,False,False,False,0
DEXAMETHASONE + SULFAMETHOXAZOLE / TRIMETHOPRIM,610,458,152,2.9147560353761386,2.426050482560028,3.501906826273725,142.47688016991594,7.649093692642511e-33,483,3.5856987488628e-30,True,75.08196721311475,False,1.4434599986470302,False,False,False,False,0
OMEPRAZOLE + OXYGEN,618,464,154,2.9146181461361444,2.4288331329769672,3.497563839379102,144.34683322360686,2.9837441471355207e-33,466,1.4497282882105801e-30,True,75.08090614886731,False,1.4400181683507485,False,False,False,False,0
LISINOPRIL + PANTOPRAZOLE SODIUM,285,214,71,2.914535492841266,2.2282992555687753,3.812107874560703,66.05830815062711,4.377786429110072e-16,3147,3.1496970057395754e-14,True,75.08771929824562,False,1.7107701602618268,False,False,False,False,0
MAGNESIUM + OXYGEN,289,217,72,2.914360029532604,2.2323317997410728,3.8047634239329655,66.99252728172861,2.7253825368902683e-16,3080,2.0034924131091575e-14,True,75.08650519031141,False,1.7043897436636788,False,False,False,False,0
PREDNISONE + TRIAMCINOLONE ACETONIDE,297,223,74,2.9140244354650946,2.2401748471663834,3.7905694822119287,68.86099377177452,1.0565397865568135e-16,2917,8.200878484491623e-15,True,75.08417508417509,False,1.6920864400413445,False,False,False,False,0
ACETAMINOPHEN + BISOPROLOL FUMARATE,301,226,75,2.9138638958538996,2.2439899183806733,3.783708087997081,69.7952411049007,6.579142105974405e-17,2836,5.2525959003896785e-15,True,75.08305647840533,False,1.6861519996166079,False,False,False,False,0
BACTRIM + PANTOPRAZOLE,376,282,94,2.901222791981927,2.297128096731661,3.6641812446990625,86.83270007396806,1.1810059414626287e-20,1850,1.445410828400462e-18,True,75.0,False,1.5951140251657867,False,False,False,False,0
CITALOPRAM + QUETIAPINE,320,240,80,2.9010319184791573,2.25239633827479,3.73645883232124,73.7520214234712,8.857353194072226e-18,2583,7.764089026308344e-16,True,75.0,False,1.6588815959375778,False,False,False,False,0
PANTOPRAZOLE SODIUM + VITAMIN D2,252,189,63,2.900800195029613,2.1810705526204837,3.8580328185046233,57.87101174503961,2.798813631101925e-14,3888,1.6298914216225196e-12,True,75.0,False,1.768871169192269,False,False,False,False,0
ACYCLOVIR + CYTARABINE,240,180,60,2.900759308520173,2.165737660598861,3.885237219192888,55.06880268717686,1.163836076953359e-13,4235,6.2222771398258715e-12,True,75.0,False,1.793955606847857,False,False,False,False,0
DOXORUBICIN + ONDANSETRON,208,156,52,2.900650286427153,2.119232542609123,3.970197661173695,47.596756687619425,5.2355028956649545e-12,5284,2.2433991192858968e-10,True,75.0,False,1.8734129366877925,False,False,False,False,0
POTASSIUM CHLORIDE + SOTATERCEPT,200,150,50,2.900623032857993,2.106082778452143,3.9949113419605737,45.7288680449424,1.3580653725268578e-11,5600,5.490900812799751e-10,True,75.0,False,1.896844408412388,False,False,False,False,0
BISOPROLOL + ONDANSETRON,192,144,48,2.900595780070404,2.092209963492081,4.0213248317197765,43.8610317490825,3.52538465060564e-11,5962,1.338830160719268e-09,True,75.0,False,1.922046497191818,False,False,False,False,0
CASPOFUNGIN + MEROPENEM,184,138,46,2.900568528064352,2.0775435691465285,4.049637230690498,41.99324988988301,9.15890366799306e-11,6368,3.2565022781087503e-09,True,75.0,False,1.9492429862032312,False,False,False,False,0
KETOPROFEN + POLOXAMER,180,135,45,2.9005549023543917,2.069888011767241,4.0645767760107026,41.05938012874805,1.4767373227468774e-10,6587,5.076057554906672e-09,True,75.0,False,1.9636698956193404,False,False,False,False,0
ALLOPURINOL + METHYLPREDNISOLONE,180,135,45,2.9005549023543917,2.069888011767241,4.0645767760107026,41.05938012874805,1.4767373227468774e-10,6586,5.076057554906672e-09,True,75.0,False,1.9636698956193404,False,False,False,False,0
BUPRENORPHINE + FENTANYL,180,135,45,2.9005549023543917,2.069888011767241,4.0645767760107026,41.05938012874805,1.4767373227468774e-10,6585,5.076057554906672e-09,True,75.0,False,1.9636698956193404,False,False,False,False,0
POTASSIUM CHLORIDE + TRAMADOL HYDROCHLORIDE,176,132,44,2.9005412768398036,2.062002903995199,4.080081401607506,40.12552493735142,2.3815670279539977e-10,6845,7.877715753619991e-09,True,75.0,False,1.9786981840336955,False,False,False,False,0
PACLITAXEL + PANTOPRAZOLE,172,129,43,2.9005276515205827,2.053876246494621,4.096186745230728,39.1916846986718,3.8417290616573317e-10,7056,1.2327616364545489e-08,True,75.0,False,1.994368819553635,False,False,False,False,0
CALCIUM CARBONATE + MYCOPHENOLATE MOFETIL,168,126,42,2.900514026396725,2.045495130786642,4.112931627507094,38.2578598321746,6.198689848468021e-10,7302,1.921806049719886e-08,True,75.0,False,2.0107266771763825,False,False,False,False,0
ATORVASTATIN + INSULIN ASPART,168,126,42,2.900514026396725,2.045495130786642,4.112931627507094,38.2578598321746,6.198689848468021e-10,7303,1.921806049719886e-08,True,75.0,False,2.0107266771763825,False,False,False,False,0
