drug,degree_centrality,betweenness_centrality,eigenvector_centrality,degree,drug_class
CHLORPROMAZINE,0.0014684287812041115,0.0,0.001287191473430222,1,Psycholeptic
RIFAXIMIN,0.0014684287812041115,0.0,0.00029817617392251846,1,Alimentary/Metabolism
CLOPIDOGREL BISULFATE,0.0014684287812041115,0.0,0.0022095356910827434,1,Antithrombotic
PAROXETINE HYDROCHLORIDE,0.0014684287812041115,0.0,0.00425414894435266,1,Psychoanaleptic
REMDESIVIR,0.0014684287812041115,0.0,0.0016556169567360733,1,Antiviral
SPIROCTAN,0.0014684287812041115,0.0,0.00018610973103453014,1,Cardiovascular (Other)
RIFAMPIN,0.0014684287812041115,0.0,0.0014541532469671634,1,Anti-infective (Other)
BUDESONIDE / FORMOTEROL / GLYCOPYRRONIUM,0.0014684287812041115,0.0,0.0001959710877216001,1,Anti-asthmatic
DESLORATADINE,0.0014684287812041115,0.0,0.003939137487135327,1,Respiratory (Other)
MEPOLIZUMAB,0.0014684287812041115,0.0,0.0,1,Anti-asthmatic
VANCOMYCIN HYDROCHLORIDE,0.0014684287812041115,0.0,0.0011252093329294829,1,Narrow Therapeutic Index
REVATIO,0.0014684287812041115,0.0,0.0006128826792562892,1,Genitourinary
LOMOTIL,0.0014684287812041115,0.0,0.00014365998080015374,1,Alimentary/Metabolism
AVASTIN,0.0014684287812041115,0.0,3.809288233599963e-07,1,Antineoplastic
AVIBACTAM / CEFTAZIDIME,0.0014684287812041115,0.0,0.0013962607454055028,1,Antibacterial
TIGECYCLINE,0.0014684287812041115,0.0,0.0010651468100903753,1,Antibacterial
ATRACURIUM,0.0014684287812041115,0.0,0.00037892052439643343,1,Musculoskeletal (Other)
IMFINZI,0.0014684287812041115,0.0,0.00025383059120047554,1,Antineoplastic
RIVOTRIL,0.0014684287812041115,0.0,0.0011165503391217296,1,Antiepileptic
PAXLOVID,0.0014684287812041115,0.0,0.0009369091428533572,1,Antiviral
NICORANDIL,0.0014684287812041115,0.0,0.001041898489281533,1,Cardiovascular (Other)
DIANEAL PD-2 WITH DEXTROSE,0.0014684287812041115,0.0,1.373637577931496e-05,1,Unclassified
ZINCUM METALLICUM,0.0014684287812041115,0.0,0.002121643930680636,1,Unclassified
FLUOXETINE HYDROCHLORIDE,0.0014684287812041115,0.0,0.0005492227053246673,1,Psychoanaleptic
RITONAVIR,0.0014684287812041115,0.0,0.0010692911639299378,1,Antiviral
FLUMETHASONE PIVALATE,0.0014684287812041115,0.0,0.005042578170105617,1,Dermatological
VICTOZA,0.0014684287812041115,0.0,0.0008212487506549294,1,Antidiabetic
POLARAMINE,0.0014684287812041115,0.0,0.0028477340715924266,1,Respiratory (Other)
ICATIBANT,0.0014684287812041115,0.0,0.0003220376546831161,1,Blood (Other)
THIOTEPA,0.0014684287812041115,0.0,0.0006435220570470896,1,Antineoplastic
TREMFYA,0.0014684287812041115,0.0,0.001350902223238077,1,Immunosuppressant
TIRAGOLUMAB,0.0014684287812041115,0.0,0.0,1,Unclassified
SIROLIMUS,0.0014684287812041115,0.0,0.0006217442723411639,1,Antineoplastic
ANORO ELLIPTA,0.0014684287812041115,0.0,0.0006194955593895494,1,Anti-asthmatic
GOLD,0.0014684287812041115,0.0,0.0027117602353609986,1,Anti-inflammatory (NSAID)
KETOROLAC,0.0014684287812041115,0.0,0.0029128833559636845,1,Anti-inflammatory (NSAID)
ZOLPIDEM TARTRATE,0.0014684287812041115,0.0,0.0023712111087695986,1,Psycholeptic
PYRIDOXINE,0.0014684287812041115,0.0,0.0016337064216354466,1,Alimentary/Metabolism
RUXOLITINIB,0.0014684287812041115,0.0,0.0005972882610958043,1,Antineoplastic
DOCUSATE,0.0014684287812041115,0.0,0.002349665376683111,1,Alimentary/Metabolism
PIRIDOSTIGMINA,0.0014684287812041115,0.0,0.00013799363377584609,1,Nervous System (Other)
ACETAMINOPHEN / CODEINE,0.0014684287812041115,0.0,0.004159486879724645,1,Analgesic/Opioid
RETINOL,0.0014684287812041115,0.0,0.0014598181941482644,1,Unclassified
DOCETAXEL,0.0014684287812041115,0.0,0.0009311720957184569,1,Antineoplastic
NEUPRO,0.0014684287812041115,0.0,0.00023963391707553544,1,Nervous System (Other)
ELTROMBOPAG OLAMINE,0.0014684287812041115,0.0,0.0013843462231425722,1,Blood (Other)
VIDAZA,0.0014684287812041115,0.0,0.00019349363849129812,1,Antineoplastic
ROCURONIUM BROMIDE,0.0014684287812041115,0.0,0.0002256619639520498,1,Musculoskeletal (Other)
KALYDECO,0.0014684287812041115,0.0,0.0,1,Respiratory (Other)
ESOMEPRAZOLE MAGNESIUM,0.0014684287812041115,0.0,0.0009043581274751144,1,Alimentary/Metabolism
CALONAL,0.0014684287812041115,0.0,0.0010435827829900829,1,Analgesic/Opioid
CLAVULANIC ACID,0.0014684287812041115,0.0,0.00038373091913364705,1,Antibacterial
PHLOROGLUCINOL,0.0014684287812041115,0.0,0.0028142640160345655,1,Alimentary/Metabolism
BISACODYL,0.0014684287812041115,0.0,0.002946982290971725,1,Alimentary/Metabolism
DUTASTERIDE,0.0014684287812041115,0.0,0.000808263085050922,1,Genitourinary
ZOLEDRONIC ACID,0.0014684287812041115,0.0,0.00082974349383506,1,Musculoskeletal (Other)
VALGANCICLOVIR,0.0014684287812041115,0.0,0.0018630328744407428,1,Antiviral
ACETAMINOPHEN\CODEINE PHOSPHATE,0.0014684287812041115,0.0,0.0030434472387184104,1,Analgesic/Opioid
ALENDRONATE / CHOLECALCIFEROL,0.0014684287812041115,0.0,0.003364714543460956,1,Musculoskeletal (Other)
AZILSARTAN KAMEDOXOMIL,0.0014684287812041115,0.0,0.0008501682962981924,1,RAAS Inhibitor
REPAGLINIDE,0.0014684287812041115,0.0,0.0009149721946610382,1,Antidiabetic
STERILE WATER,0.0014684287812041115,0.0,0.00020574342220109322,1,Unclassified
METOCLOPRAMIDE HYDROCHLORIDE,0.0014684287812041115,0.0,0.0027824265823902933,1,Alimentary/Metabolism
TAFASITAMAB,0.0014684287812041115,0.0,0.0008018267330738746,1,Antineoplastic
CAFFEINE,0.0014684287812041115,0.0,0.0031102627920377704,1,Psychoanaleptic
RIVASTIGMINE,0.0014684287812041115,0.0,0.0003699395869113345,1,Psychoanaleptic
TAVNEOS,0.0014684287812041115,0.0,0.001586341816644503,1,Immunosuppressant
NUPLAZID,0.0014684287812041115,0.0,7.22135019787565e-05,1,Psycholeptic
DALFAMPRIDINE,0.0014684287812041115,0.0,3.4686746947385325e-05,1,Nervous System (Other)
NEXIUM,0.0014684287812041115,0.0,0.0011231464597508604,1,Alimentary/Metabolism
IDARUBICIN HYDROCHLORIDE,0.0014684287812041115,0.0,0.0002448292665412048,1,Antineoplastic
ROTIGOTINE,0.0014684287812041115,0.0,0.0002660061854307052,1,Nervous System (Other)
TEMOZOLOMIDE,0.0014684287812041115,0.0,0.0010157249212244192,1,Antineoplastic
DEXILANT,0.0014684287812041115,0.0,0.002591838431509745,1,Alimentary/Metabolism
XCOPRI,0.0014684287812041115,0.0,2.012181109223883e-05,1,Antiepileptic
MOMETASONE FUROATE,0.0014684287812041115,0.0,0.0025734445114385736,1,Anti-asthmatic
LIPOGEN,0.0014684287812041115,0.0,0.00011308014017117426,1,Unclassified
LANADELUMAB,0.0014684287812041115,0.0,0.0002905480444454705,1,Blood (Other)
SEVOFLURANE,0.0014684287812041115,0.0,8.874773123963082e-06,1,Anesthetic
DOXAZOSINA,0.0014684287812041115,0.0,0.000978524694234542,1,Unclassified
NOURIANZ,0.0014684287812041115,0.0,0.0002536880531806733,1,Nervous System (Other)
FLUVOXAMINE,0.0014684287812041115,0.0,0.0022929731743820494,1,Psychoanaleptic
OXYCONTIN,0.0014684287812041115,0.0,0.0006370180887547857,1,Analgesic/Opioid
LEVEMIR,0.0014684287812041115,0.0,0.0005145101850608048,1,Antidiabetic
COLESTYRAMINE,0.0014684287812041115,0.0,0.0033087334454187803,1,Lipid Modifying
ISONIAZID,0.0014684287812041115,0.0,0.0015452911610635907,1,Anti-infective (Other)
TOPOTECAN,0.0014684287812041115,0.0,0.000875610326279116,1,Antineoplastic
ERBITUX,0.0014684287812041115,0.0,0.0008285771031850788,1,Antineoplastic
COZAAR,0.0014684287812041115,0.0,0.0007972998396880633,1,RAAS Inhibitor
DEVICE,0.0014684287812041115,0.0,0.0,1,Unclassified
TREPROSTINIL SODIUM,0.0014684287812041115,0.0,0.0010863630397725237,1,Antithrombotic
MONTELUKAST,0.0014684287812041115,0.0,0.0006203322277186321,1,Anti-asthmatic
SEROQUEL,0.0014684287812041115,0.0,0.00027480615158598524,1,Psycholeptic
DARATUMUMAB/HYALURONIDASE-FIHJ,0.0014684287812041115,0.0,0.003250860513283747,1,Unclassified
TRESIBA,0.0014684287812041115,0.0,0.001439660743732125,1,Antidiabetic
VYXEOS,0.0014684287812041115,0.0,0.00015823201281217123,1,Antineoplastic
MIRABEGRON,0.0014684287812041115,0.0,0.0023218495324147993,1,Genitourinary
HYDROXYUREA,0.0014684287812041115,0.0,0.0009613111680613235,1,Antineoplastic
LATANOPROST,0.0014684287812041115,0.0,0.0010090196365978687,1,Sensory
TOUJEO,0.0014684287812041115,0.0,0.00014174048254271597,1,Antidiabetic
ZETIA,0.0014684287812041115,0.0,0.0006834230109779198,1,Lipid Modifying
PROMETHAZINE,0.0014684287812041115,0.0,0.0018765514554181025,1,Respiratory (Other)
OXYBUTYNIN,0.0014684287812041115,0.0,0.0006807061098065693,1,Genitourinary
TOLVAPTAN,0.0014684287812041115,0.0,0.0015030933169377508,1,Cardiovascular (Other)
ZUCLOPENTHIXOL,0.0014684287812041115,0.0,0.00013282112718548486,1,Psycholeptic
VYALEV,0.0014684287812041115,0.0,0.0002770937266236243,1,Nervous System (Other)
LABETOLOL,0.0014684287812041115,0.0,0.0007490528827413771,1,Beta Blocker
ISOSORBIDI DINITRAS,0.0014684287812041115,0.0,0.000813974241548358,1,Cardiovascular (Other)
COCODAMOL,0.0014684287812041115,0.0,8.04509672346138e-05,1,Analgesic/Opioid
VIMPAT,0.0014684287812041115,0.0,1.4513402140374577e-05,1,Antiepileptic
